File type,File format type,Output type,File assembly,Assay,Biosample term name,Biosample type,Biosample organism,Biosample treatments,Biosample genetic modifications methods,Biosample genetic modifications categories,Experiment target,Library made from,Experiment date released,Project,Lab,File download URL
bed,narrowPeak,peaks,GRCh38,Histone ChIP-seq,BLaER1,cell line,Homo sapiens,"Interleukin-3, 17β-estradiol, CSF1",,,H3K27me3-human,DNA,2022-05-10,community,"Roderic Guigo, CRG",https://www.encodeproject.org/files/ENCFF745BYT/@@download/ENCFF745BYT.bed.gz
bigBed,narrowPeak,peaks,GRCh38,Histone ChIP-seq,BLaER1,cell line,Homo sapiens,"Interleukin-3, 17β-estradiol, CSF1",,,H3K27me3-human,DNA,2022-05-10,community,"Roderic Guigo, CRG",https://www.encodeproject.org/files/ENCFF334AMA/@@download/ENCFF334AMA.bigBed
bigWig,,signal p-value,GRCh38,Histone ChIP-seq,BLaER1,cell line,Homo sapiens,"Interleukin-3, 17β-estradiol, CSF1",,,H3K27me3-human,DNA,2022-05-10,community,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF875WIV/@@download/ENCFF875WIV.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,BLaER1,cell line,Homo sapiens,"Interleukin-3, 17β-estradiol, CSF1",,,H3K27me3-human,DNA,2022-05-10,community,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF043JKI/@@download/ENCFF043JKI.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,BLaER1,cell line,Homo sapiens,"Interleukin-3, 17β-estradiol, CSF1",,,H3K27me3-human,DNA,2022-05-10,community,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF946NQW/@@download/ENCFF946NQW.bigBed
bigWig,,signal p-value,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,CRISPR,insertion,madf-6-celegans,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF762SPD/@@download/ENCFF762SPD.bigWig
bed,narrowPeak,IDR thresholded peaks,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,CRISPR,insertion,madf-6-celegans,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF730FKG/@@download/ENCFF730FKG.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,CRISPR,insertion,madf-6-celegans,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF535PNI/@@download/ENCFF535PNI.bigBed
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary cell,Homo sapiens,,,,H3K27ac-human,DNA,2022-03-28,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF754ONF/@@download/ENCFF754ONF.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary cell,Homo sapiens,,,,H3K27ac-human,DNA,2022-03-28,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF135NTE/@@download/ENCFF135NTE.bigBed
bigWig,,signal p-value,GRCh38,Mint-ChIP-seq,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary cell,Homo sapiens,,,,H3K27ac-human,DNA,2022-03-28,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF900WAU/@@download/ENCFF900WAU.bigWig
tsv,,transcript quantifications,GRCh38,long read RNA-seq,HL-60,cell line,Homo sapiens,"interferon gamma, phorbol 13-acetate 12-myristate, lipopolysaccharide",,,,polyadenylated mRNA,2022-02-17,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF741LGS/@@download/ENCFF741LGS.tsv
bed,narrowPeak,IDR thresholded peaks,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,,insertion,aptf-3-celegans,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF661GRT/@@download/ENCFF661GRT.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,,insertion,aptf-3-celegans,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF774BHZ/@@download/ENCFF774BHZ.bigBed
bigWig,,signal p-value,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,,insertion,aptf-3-celegans,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF584HSX/@@download/ENCFF584HSX.bigWig
bigBed,narrowPeak,IDR thresholded peaks,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,crol-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF345DUF/@@download/ENCFF345DUF.bigBed
bigWig,,signal p-value,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,crol-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF489IJX/@@download/ENCFF489IJX.bigWig
bed,narrowPeak,IDR thresholded peaks,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,crol-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF813LEG/@@download/ENCFF813LEG.bed.gz
bigWig,,read-depth normalized signal,mm10,DNase-seq,frontal cortex,tissue,Mus musculus,,,,,DNA,2022-04-07,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF228XUA/@@download/ENCFF228XUA.bigWig
bed,narrowPeak,peaks,mm10,DNase-seq,frontal cortex,tissue,Mus musculus,,,,,DNA,2022-04-07,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF095SNJ/@@download/ENCFF095SNJ.bed.gz
bigBed,narrowPeak,peaks,mm10,DNase-seq,frontal cortex,tissue,Mus musculus,,,,,DNA,2022-04-07,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF551YUF/@@download/ENCFF551YUF.bigBed
bigBed,narrowPeak,peaks,GRCh38,DNase-seq,head of caudate nucleus,tissue,Homo sapiens,,,,,DNA,2021-01-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF363BJF/@@download/ENCFF363BJF.bigBed
bed,narrowPeak,peaks,GRCh38,DNase-seq,head of caudate nucleus,tissue,Homo sapiens,,,,,DNA,2021-01-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF110XPO/@@download/ENCFF110XPO.bed.gz
bigWig,,read-depth normalized signal,GRCh38,DNase-seq,head of caudate nucleus,tissue,Homo sapiens,,,,,DNA,2021-01-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF357PGY/@@download/ENCFF357PGY.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"stimulated activated effector memory CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit alpha, Interleukin-12 subunit beta",,,H3K4me3-human,DNA,2022-03-28,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF426MES/@@download/ENCFF426MES.bed.gz
bigWig,,signal p-value,GRCh38,Mint-ChIP-seq,"stimulated activated effector memory CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit alpha, Interleukin-12 subunit beta",,,H3K4me3-human,DNA,2022-03-28,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF156QRU/@@download/ENCFF156QRU.bigWig
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"stimulated activated effector memory CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit alpha, Interleukin-12 subunit beta",,,H3K4me3-human,DNA,2022-03-28,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF794NJE/@@download/ENCFF794NJE.bigBed
bigWig,,signal p-value,GRCh38,Mint-ChIP-seq,WTC11,cell line,Homo sapiens,,,,H3K36me3-human,DNA,2021-09-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF653XUI/@@download/ENCFF653XUI.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,WTC11,cell line,Homo sapiens,,,,H3K36me3-human,DNA,2021-09-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF281TUY/@@download/ENCFF281TUY.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,WTC11,cell line,Homo sapiens,,,,H3K36me3-human,DNA,2021-09-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF401BQC/@@download/ENCFF401BQC.bigBed
hic,,mapping quality thresholded contact matrix,GRCh38,intact Hi-C,pancreas,tissue,Homo sapiens,,,,,DNA,2022-11-08,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF705MKK/@@download/ENCFF705MKK.hic
bedpe,,contact domains,GRCh38,intact Hi-C,pancreas,tissue,Homo sapiens,,,,,DNA,2022-11-08,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF607NSC/@@download/ENCFF607NSC.bedpe.gz
bedpe,,loops,GRCh38,intact Hi-C,pancreas,tissue,Homo sapiens,,,,,DNA,2022-11-08,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF028HVA/@@download/ENCFF028HVA.bedpe.gz
bigWig,,minus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,,,,polyadenylated mRNA,2022-02-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF777UVK/@@download/ENCFF777UVK.bigWig
tsv,,gene quantifications,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,,,,polyadenylated mRNA,2022-02-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF190QQV/@@download/ENCFF190QQV.tsv
bigWig,,plus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,,,,polyadenylated mRNA,2022-02-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF725SEX/@@download/ENCFF725SEX.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,ZFP30-human,DNA,2022-04-26,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF141HPL/@@download/ENCFF141HPL.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,ZFP30-human,DNA,2022-04-26,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF189PSJ/@@download/ENCFF189PSJ.bigBed
bigWig,,signal p-value,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,ZFP30-human,DNA,2022-04-26,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF807KVX/@@download/ENCFF807KVX.bigWig
bigBed,narrowPeak,peaks,mm10,DNase-seq,lung,tissue,Mus musculus,,,,,DNA,2022-02-25,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF824YDP/@@download/ENCFF824YDP.bigBed
bigWig,,read-depth normalized signal,mm10,DNase-seq,lung,tissue,Mus musculus,,,,,DNA,2022-02-25,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF317UNQ/@@download/ENCFF317UNQ.bigWig
bed,narrowPeak,peaks,mm10,DNase-seq,lung,tissue,Mus musculus,,,,,DNA,2022-02-25,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF421MWI/@@download/ENCFF421MWI.bed.gz
tsv,,transcript quantifications,mm10,long read RNA-seq,F121-9,cell line,Mus musculus,,,,,capped mRNA,2021-05-04,community,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF479PPA/@@download/ENCFF479PPA.tsv
bigWig,,plus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,DDX10-human,polyadenylated mRNA,2021-11-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF138LID/@@download/ENCFF138LID.bigWig
bigWig,,minus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,DDX10-human,polyadenylated mRNA,2021-11-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF421EXS/@@download/ENCFF421EXS.bigWig
tsv,,gene quantifications,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,DDX10-human,polyadenylated mRNA,2021-11-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF765TRK/@@download/ENCFF765TRK.tsv
tar,,unfiltered sparse gene count matrix of all reads,mm10,snRNA-seq,gastrocnemius,tissue,Mus musculus,,,,,RNA,2022-03-25,ENCODE,"Barbara Wold, Caltech",https://www.encodeproject.org/files/ENCFF974OTF/@@download/ENCFF974OTF.tar.gz
tar,,sparse gene count matrix of all reads,GRCh38,snRNA-seq,adrenal gland,tissue,Homo sapiens,,,,,RNA,2022-03-25,ENCODE,"Barbara Wold, Caltech",https://www.encodeproject.org/files/ENCFF253AFT/@@download/ENCFF253AFT.tar.gz
bed,narrowPeak,IDR thresholded peaks,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,sim-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF861SJC/@@download/ENCFF861SJC.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,sim-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF513FLA/@@download/ENCFF513FLA.bigBed
bigWig,,signal p-value,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,sim-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF156RID/@@download/ENCFF156RID.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,heart left ventricle,tissue,Homo sapiens,,,,H3K36me3-human,DNA,2022-07-21,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF693GML/@@download/ENCFF693GML.bed.gz
bigWig,,signal p-value,GRCh38,Histone ChIP-seq,heart left ventricle,tissue,Homo sapiens,,,,H3K36me3-human,DNA,2022-07-21,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF808KXB/@@download/ENCFF808KXB.bigWig
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,heart left ventricle,tissue,Homo sapiens,,,,H3K36me3-human,DNA,2022-07-21,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF575FRE/@@download/ENCFF575FRE.bigBed
bigWig,,signal p-value,GRCh38,ATAC-seq,activated T-cell,primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-2",,,,DNA,2021-06-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF863PQY/@@download/ENCFF863PQY.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,ATAC-seq,activated T-cell,primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-2",,,,DNA,2021-06-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF570EVR/@@download/ENCFF570EVR.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,ATAC-seq,activated T-cell,primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-2",,,,DNA,2021-06-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF386MFG/@@download/ENCFF386MFG.bigBed
bigWig,,signal p-value,GRCh38,Mint-ChIP-seq,"stimulated activated effector memory CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit alpha, Interleukin-12 subunit beta",,,H3K9me3-human,DNA,2022-06-02,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF466BQD/@@download/ENCFF466BQD.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"stimulated activated effector memory CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit alpha, Interleukin-12 subunit beta",,,H3K9me3-human,DNA,2022-06-02,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF709VYB/@@download/ENCFF709VYB.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"stimulated activated effector memory CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-12 subunit alpha, Interleukin-12 subunit beta",,,H3K9me3-human,DNA,2022-06-02,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF898HPB/@@download/ENCFF898HPB.bigBed
bigWig,,plus strand signal of unique reads,mm10,total RNA-seq,adrenal gland,tissue,Mus musculus,,,,,RNA,2021-06-17,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF226DFS/@@download/ENCFF226DFS.bigWig
tsv,,gene quantifications,mm10,total RNA-seq,adrenal gland,tissue,Mus musculus,,,,,RNA,2021-06-17,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF634BLK/@@download/ENCFF634BLK.tsv
bigWig,,minus strand signal of unique reads,mm10,total RNA-seq,adrenal gland,tissue,Mus musculus,,,,,RNA,2021-06-17,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF842GAG/@@download/ENCFF842GAG.bigWig
bed,narrowPeak,peaks,GRCh38,eCLIP,HepG2,cell line,Homo sapiens,,,,TARDBP-human,RNA,2022-12-17,ENCODE,"Gene Yeo, UCSD",https://www.encodeproject.org/files/ENCFF673QBV/@@download/ENCFF673QBV.bed.gz
bigBed,narrowPeak,peaks,GRCh38,eCLIP,HepG2,cell line,Homo sapiens,,,,TARDBP-human,RNA,2022-12-17,ENCODE,"Gene Yeo, UCSD",https://www.encodeproject.org/files/ENCFF530VDN/@@download/ENCFF530VDN.bigBed
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"naive thymus-derived CD4-positive, alpha-beta T cell",primary cell,Homo sapiens,,,,H3K36me3-human,DNA,2022-04-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF124YJH/@@download/ENCFF124YJH.bed.gz
bigWig,,signal p-value,GRCh38,Mint-ChIP-seq,"naive thymus-derived CD4-positive, alpha-beta T cell",primary cell,Homo sapiens,,,,H3K36me3-human,DNA,2022-04-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF663EKR/@@download/ENCFF663EKR.bigWig
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"naive thymus-derived CD4-positive, alpha-beta T cell",primary cell,Homo sapiens,,,,H3K36me3-human,DNA,2022-04-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF124JTF/@@download/ENCFF124JTF.bigBed
bigWig,,signal p-value,GRCh38,Histone ChIP-seq,BLaER1,cell line,Homo sapiens,"Interleukin-3, 17β-estradiol, CSF1",,,H3K27ac-human,DNA,2022-05-10,community,"Roderic Guigo, CRG",https://www.encodeproject.org/files/ENCFF774QDA/@@download/ENCFF774QDA.bigWig
bed,narrowPeak,peaks,GRCh38,Histone ChIP-seq,BLaER1,cell line,Homo sapiens,"Interleukin-3, 17β-estradiol, CSF1",,,H3K27ac-human,DNA,2022-05-10,community,"Roderic Guigo, CRG",https://www.encodeproject.org/files/ENCFF826NQT/@@download/ENCFF826NQT.bed.gz
bigBed,narrowPeak,peaks,GRCh38,Histone ChIP-seq,BLaER1,cell line,Homo sapiens,"Interleukin-3, 17β-estradiol, CSF1",,,H3K27ac-human,DNA,2022-05-10,community,"Roderic Guigo, CRG",https://www.encodeproject.org/files/ENCFF840CNT/@@download/ENCFF840CNT.bigBed
bigWig,,signal p-value,GRCh38,Histone ChIP-seq,BLaER1,cell line,Homo sapiens,"Interleukin-3, 17β-estradiol, CSF1",,,H3K27ac-human,DNA,2022-05-10,community,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF507MJW/@@download/ENCFF507MJW.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,BLaER1,cell line,Homo sapiens,"Interleukin-3, 17β-estradiol, CSF1",,,H3K27ac-human,DNA,2022-05-10,community,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF795TNK/@@download/ENCFF795TNK.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,BLaER1,cell line,Homo sapiens,"Interleukin-3, 17β-estradiol, CSF1",,,H3K27ac-human,DNA,2022-05-10,community,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF221FTH/@@download/ENCFF221FTH.bigBed
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary cell,Homo sapiens,,,,H3K4me3-human,DNA,2022-03-28,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF116EKH/@@download/ENCFF116EKH.bigBed
bigWig,,signal p-value,GRCh38,Mint-ChIP-seq,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary cell,Homo sapiens,,,,H3K4me3-human,DNA,2022-03-28,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF935SHI/@@download/ENCFF935SHI.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary cell,Homo sapiens,,,,H3K4me3-human,DNA,2022-03-28,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF887EQC/@@download/ENCFF887EQC.bed.gz
tsv,,transcript quantifications,GRCh38,long read RNA-seq,HL-60,cell line,Homo sapiens,"interferon gamma, phorbol 13-acetate 12-myristate, lipopolysaccharide",,,,polyadenylated mRNA,2022-02-17,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF961NRS/@@download/ENCFF961NRS.tsv
tsv,,transcript quantifications,GRCh38,long read RNA-seq,WTC11,cell line,Homo sapiens,,,,,capped mRNA,2021-05-04,community,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF820FIC/@@download/ENCFF820FIC.tsv
bed,narrowPeak,peaks,GRCh38,eCLIP,K562,cell line,Homo sapiens,,,,EXOSC10-human,RNA,2022-11-16,ENCODE,"Gene Yeo, UCSD",https://www.encodeproject.org/files/ENCFF663WYH/@@download/ENCFF663WYH.bed.gz
bigBed,narrowPeak,peaks,GRCh38,eCLIP,K562,cell line,Homo sapiens,,,,EXOSC10-human,RNA,2022-11-16,ENCODE,"Gene Yeo, UCSD",https://www.encodeproject.org/files/ENCFF311XEJ/@@download/ENCFF311XEJ.bigBed
tsv,,transcript quantifications,GRCh38,long read RNA-seq,cardiac septum,tissue,Homo sapiens,,,,,polyadenylated mRNA,2021-06-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF867CPW/@@download/ENCFF867CPW.tsv
